17.00000;13820;24808;7;0;"Dr. Iain MacAonghais (1)"
18.00000;7460;18941;10;0;"A Country Wedding (6)"
18.00000;1308;33614;0;0;"After The Battle Of Aughrim (3)"
18.00000;12994;22339;0;0;"Blueberry Ball, The (7)"
18.00000;167;12805;2;0;"Dawn, The (4)"
18.00000;8214;19394;2;0;"Dawn, The (4)"
18.00000;16799;32002;2;0;"Fiddler, The (4)"
18.00000;9216;9216;0;0;"Lord Frog (1)"
18.00000;5681;5681;0;0;"Skylark In Flight, The (0)"
18.00000;5693;5693;0;0;"Waking Up In Wonderful Wark (1)"
19.00000;13312;23281;0;0;"A Christmas (1)"
19.00000;3739;16710;7;0;"A Thousand Farewells (5)"
19.00000;2896;2896;0;0;"Ambrose Moloney's (4)"
19.00000;13181;22770;0;0;"Barbara (3)"
19.00000;5684;5684;0;0;"Beautiful Goldfinch, The (7)"
19.00000;3056;3056;0;0;"Bonaparte Crossing The Alps (2)"
19.00000;12112;12112;7;0;"Broken Gold Ring, The (1)"
19.00000;12112;24297;7;0;"Broken Gold Ring, The (1)"
19.00000;1871;25230;7;0;"Burren, The (4)"
19.00000;1617;1617;0;0;"Coalminer's, The (4)"
19.00000;17717;34287;0;0;"De Dannan's (0)"
19.00000;126;12732;0;0;"Dick Harmon's (4)"
19.00000;3965;24913;7;0;"Doberman's Wallet, The (1)"
19.00000;16283;30817;0;0;"Erin's Hope (4)"
19.00000;957;23670;5;0;"Fanny Power (1)"
19.00000;6447;6447;0;0;"Four Courts, The (1)"
19.00000;2574;2574;2;0;"Fox In The Henhouse, The (1)"
19.00000;5418;26213;0;0;"Girl I Left Behind Me, The (3)"
19.00000;1154;23654;0;0;"Happy To Meet, Sorry To Part (1)"
19.00000;2193;15563;0;0;"Humours Of Bandon, The (1)"
19.00000;2666;15906;0;0;"I Wish I Never Saw You (4)"
19.00000;489;489;7;0;"Jackie Small's (1)"
19.00000;8534;8534;0;0;"Jehovah's Witness, The (1)"
19.00000;16112;30373;5;0;"Kas A Barh (4)"
19.00000;5522;5522;7;0;"Killoran's (4)"
19.00000;9708;9708;0;0;"Leg In The Ditch, The (4)"
19.00000;6147;6147;7;0;"Lenny Chiasson's (4)"
19.00000;11565;11565;0;0;"Let Nature Be Your Teacher (2)"
19.00000;11565;23840;0;0;"Let Nature Be Your Teacher (2)"
19.00000;604;13621;7;0;"Little Diamond, The (3)"
19.00000;604;29978;7;0;"Little Diamond, The (3)"
19.00000;4691;17209;7;0;"London, The (0)"
19.00000;10364;30908;0;0;"Lunchtime Boredom (4)"
19.00000;2167;2167;7;0;"Maid Of Holywell, The (4)"
19.00000;3001;3001;0;0;"Michael's (7)"
19.00000;3001;27852;0;0;"Michael's (7)"
19.00000;4243;4243;0;0;"Mother's Day (6)"
19.00000;1077;31403;0;0;"Munster Buttermilk (1)"
19.00000;12635;21256;7;0;"Murphy's Nails (3)"
19.00000;5600;5600;5;0;"Pedwar Post O'r Gwely (1)"
19.00000;517;23096;7;0;"Pigeon On The Gate, The (4)"
19.00000;7474;7474;0;0;"Pink Flamingo, The (1)"
19.00000;7474;18960;3;0;"Pink Flamingo, The (1)"
19.00000;7474;18962;3;0;"Pink Flamingo, The (1)"
19.00000;84;12588;0;0;"Rakes Of Kildare, The (1)"
19.00000;5270;22806;0;0;"Road To Errogie, The (4)"
19.00000;14755;27236;0;0;"Rocky River, The (4)"
19.00000;2872;2872;3;0;"Ryan's Rant (4)"
19.00000;5478;11429;7;0;"S'iomadh Rud A Chunnaic Mi (4)"
19.00000;6033;29500;0;0;"Sally Lennon (1)"
19.00000;2584;2584;0;0;"Shamrock Hill (4)"
19.00000;261;261;0;0;"Ships In Full Sail, The (1)"
19.00000;850;24812;7;0;"Smoky Bar, The (4)"
19.00000;908;908;7;0;"Sunset, The (4)"
19.00000;350;31567;7;0;"Torn Jacket, The (4)"
19.00000;1515;1515;7;0;"Tournmore, The (3)"
19.00000;1515;14914;7;0;"Tournmore, The (3)"
19.00000;16271;30795;0;0;"Waltz Blanchard (7)"
