24.00000;16310;30885;11;0;"Honourable Miss Drummond Of Perth's Delight, The (1)"
24.00000;10601;10601;11;1;"Quinn Of Armagh (0)"
25.00000;1771;15220;4;0;"Birmingham, The (4)"
25.00000;14156;25683;4;0;"Exile's Dream, The (4)"
25.00000;15880;29867;1;0;"Lost Time (4)"
25.00000;8235;8235;6;0;"Miss Sarah MacManus (4)"
25.00000;8535;8535;4;0;"Snow On The Hills (4)"
26.00000;1429;26198;11;0;"Barney Brannigan (6)"
26.00000;3583;32467;11;0;"Bonnie Isle O' Whalsey, The (4)"
26.00000;6499;22168;11;0;"Good For The Tongue (0)"
26.00000;2261;34141;4;0;"High Level, The (0)"
26.00000;11634;11634;4;0;"House Of Letterfourie, The (4)"
26.00000;15774;29673;11;0;"Humours Of Aughnashalvey, The (0)"
26.00000;15774;29669;11;0;"Humours Of Aughnashalvey, The (0)"
26.00000;5616;24705;6;0;"Japanese, The (0)"
26.00000;3762;3762;11;0;"Keeping Mary Up Late (1)"
26.00000;16062;30261;4;0;"Micheal's Welcome To Charlie (4)"
26.00000;9932;9932;4;0;"Mulvihill's (4)"
26.00000;2022;32961;11;0;"Nell O'Sullivan's (5)"
26.00000;4996;4996;11;0;"Russian Retreat, The (0)"
26.00000;7908;7908;11;0;"Shipley, The (4)"
26.00000;1777;1777;11;0;"Showman's Fancy, The (0)"
26.00000;7982;30286;4;0;"Star, The (0)"
26.00000;8991;21120;11;0;"Thadelo's (2)"
24.00000;24.00000;69
